image,task,model,num_instances,mean_conf,latency_s
phone3_OnePlus6T_2_low_resolution_gaussian.jpg,pose_gaussian,yolo11n-pose,1,0.4953581988811493,0.093
phone3_OnePlus6T_3_high_light_gaussian.jpg,pose_gaussian,yolo11n-pose,0,0.0,0.095
phone3_OnePlus6T_4_low_light_gaussian.jpg,pose_gaussian,yolo11n-pose,0,0.0,0.1
phone3_OnePlus6T_5_Weather_occulsion_gaussian.jpg,pose_gaussian,yolo11n-pose,0,0.0,0.09
phone4_SamsungGalaxyA34_1_high_resolution_gaussian.jpg,pose_gaussian,yolo11n-pose,1,0.8860885500907898,0.099
phone4_SamsungGalaxyA34_2_low_resolution_gaussian.jpg,pose_gaussian,yolo11n-pose,1,0.39331620931625366,0.119
phone4_SamsungGalaxyA34_3_high_light_gaussian.jpg,pose_gaussian,yolo11n-pose,0,0.0,0.101
phone4_SamsungGalaxyA34_4_low_light_gaussian.jpg,pose_gaussian,yolo11n-pose,1,0.2551296651363373,0.103
phone4_SamsungGalaxyA34_5_Weather_Occulsion_gaussian.jpg,pose_gaussian,yolo11n-pose,0,0.0,0.116
phone5_NothingPhone2A_1_high_resolution_gaussian.jpg,pose_gaussian,yolo11n-pose,0,0.0,0.125
phone5_NothingPhone2A_2_low_resolution_gaussian.jpg,pose_gaussian,yolo11n-pose,0,0.0,0.146
phone5_NothingPhone2A_3_High_light_gaussian.jpg,pose_gaussian,yolo11n-pose,1,0.3382182717323303,0.125
phone5_NothingPhone2A_4_low_light_gaussian.jpg,pose_gaussian,yolo11n-pose,0,0.0,0.116
phone5_NothingPhone2A_5_Weather_occulsion_gaussian.jpg,pose_gaussian,yolo11n-pose,0,0.0,0.106
